dish_name,calories,protein,carbohydrates,fats,dietary_fiber,sugars,sodium,calcium,iron,vitamin_c,folate
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,9.84,60.0,18.41,6.02,31.12,5.25,25.2,2.3,0.0,9.07
Spinach burfi (Palak burfi),121.17,2.71,12.76,6.81,1.17,12.12,27.77,93.68,1.05,8.57,39.63
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,9.51,62.66,7.93,8.16,24.73,12.05,53.3,4.36,0.0,27.67
Sprouted moong daliya ,111.56,2.81,14.77,4.71,3.12,1.67,196.73,22.62,1.29,7.53,35.24
Sprouted moong poha ,192.6,5.59,26.6,6.89,3.13,1.93,220.82,28.39,2.43,19.24,46.81
Pearl millet ladoo (Bajra ladoo),319.66,9.61,50.98,8.06,6.0,27.44,12.26,118.74,4.72,0.0,19.1
Paushtik ladoo,485.87,7.65,60.34,24.98,4.57,38.12,6.09,20.67,1.63,0.0,16.16
Paushtik roti,149.26,7.17,26.59,1.51,5.74,2.03,170.96,52.74,2.62,6.65,42.1
Semolina carrot vada (Suji gajar vada),699.53,1.56,6.52,74.07,1.07,1.21,73.17,26.47,0.36,0.95,9.36
Dhokla,216.49,13.45,30.68,5.28,4.95,4.78,376.02,123.21,1.39,0.68,39.92
Kashmiri tea (Kehwa),24.9,0.17,5.23,0.51,0.16,5.14,0.29,3.19,0.07,0.06,0.82
Steeped hot coffee,15.91,0.39,3.01,0.33,0.0,2.96,2.82,10.4,0.06,0.3,1.27
Hot chocolate,90.01,3.43,9.02,4.61,0.0,8.86,36.04,113.63,0.33,3.62,13.41
Cold coffee (with cream),82.76,1.93,11.98,3.29,0.0,11.91,15.35,64.43,0.14,2.56,9.52
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,2.01,11.15,2.77,0.27,9.94,16.63,68.3,0.14,6.99,20.73
Flavoured milkshake,66.78,2.06,8.65,2.83,0.0,8.61,16.34,75.05,0.11,3.62,12.65
Jal jeera,30.24,0.44,6.7,0.26,0.95,5.71,215.62,24.72,0.84,2.23,4.47
Gingo,48.02,0.14,12.42,0.06,0.17,12.08,21.5,6.33,0.21,8.39,8.49
Mintade,40.32,0.03,10.59,0.02,0.03,10.47,26.69,2.1,0.05,8.5,4.69
Canjee,6.61,0.24,0.44,0.42,0.36,0.21,43.03,5.82,0.17,0.52,3.61
Cauliflower canjee (Phoolgobhi ki canjee),6.9,0.39,0.35,0.42,0.49,0.09,41.45,6.26,0.22,7.86,9.26
Potato canjee (Aloo canjee),16.26,0.44,2.69,0.39,0.43,0.1,35.99,5.21,0.22,7.72,6.77
Vermicelli porridge (Semiya/Seviyan porridge),78.4,2.5,10.56,2.98,0.48,7.04,65.33,72.96,0.2,4.82,19.51
Semolina upma (Suji/Rava upma),147.89,3.3,16.31,7.49,3.24,1.31,101.59,21.57,1.1,4.64,15.13
Vermicelli upma (Semiya/Seviyan upma),149.11,3.11,16.88,7.45,3.21,1.4,101.8,20.3,0.93,4.64,12.64
Rice upma,151.27,2.63,17.96,7.46,2.12,1.13,101.75,17.57,0.67,4.64,11.94
Bread upma,129.51,2.8,12.6,7.75,1.96,1.56,176.44,45.22,0.82,4.64,15.79
Vegetable upma,146.47,4.73,16.46,6.63,4.19,1.39,347.02,26.68,1.35,14.42,50.48
Poha,294.53,6.09,35.05,14.14,3.72,0.87,377.1,37.67,3.01,6.62,11.96
Vegetable poha,180.52,4.89,21.52,8.07,3.76,1.4,418.02,28.01,1.92,7.21,21.79
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.89,6.97,19.42,5.11,4.25,1.11,267.23,39.34,2.22,34.81,79.95
Paneer stuffed cheela/chilla,205.19,11.44,19.16,8.89,4.03,3.81,289.1,151.3,2.41,19.76,116.52
Indian style egg bhujia (Anda bhujia (Indian style)),102.83,6.1,3.76,7.02,1.53,1.95,218.05,31.9,1.14,13.56,40.85
French omelette/omlet,211.04,10.03,0.41,18.86,0.38,0.1,381.85,46.35,1.58,0.48,25.79
Puffy omelette/omlet,188.15,8.82,0.08,16.84,0.0,0.08,340.53,34.96,1.2,0.0,24.66
Orange omelette/omlet,194.66,8.93,1.68,16.84,0.0,1.68,340.92,37.33,1.26,7.2,28.86
Cheese and mushroom omelette/omlet,205.63,9.69,1.68,17.82,0.93,1.07,400.29,148.77,1.01,0.48,32.02
Spanish omelette/omlet,157.45,8.25,5.1,11.44,2.54,1.03,233.87,31.72,1.28,28.63,61.18
Mixed stock,25.19,2.06,0.33,1.71,0.15,0.2,9.51,2.06,0.07,2.58,16.58
Meat stock,24.48,2.1,0.0,1.78,0.0,0.0,8.62,0.86,0.05,0.0,6.0
White stock,6.99,0.07,0.4,0.56,0.17,0.24,1.56,1.58,0.03,2.58,10.58
Meat consomme (with mutton),29.76,14.86,0.51,13.68,0.71,0.24,12665.52,115.88,4.22,2.44,15.49
Consomme au julienne,27.76,12.49,1.49,10.66,1.38,0.83,10208.47,85.89,3.34,11.77,55.26
Consomme au vermicelli,29.94,15.23,1.3,12.98,0.81,0.27,12524.61,97.34,3.98,2.44,20.12
Green pea soup (Matar ka soup),39.81,11.06,3.63,12.9,2.49,0.87,10958.11,46.63,2.18,41.12,65.46
Spinach soup (Palak ka soup),32.59,10.54,3.03,14.26,1.98,0.29,12088.21,56.23,2.68,30.99,150.94
Mixed vegetable soup,35.71,8.22,2.95,11.66,1.64,1.64,9202.27,50.69,1.74,20.06,31.61
Cheese soup,41.13,12.39,1.87,17.07,1.8,0.84,13695.35,83.65,2.4,5.29,20.27
Mulligatawny soup,54.42,11.26,8.24,13.28,2.6,1.26,11602.5,43.89,2.65,8.37,27.88
Cream of carrot soup,59.77,8.27,5.69,12.35,1.98,1.77,8694.79,57.24,1.73,10.68,37.89
Cream of broccoli soup,56.14,8.97,3.72,12.75,1.89,1.59,8792.43,66.55,1.82,68.91,94.43
Cream of potato soup,60.2,8.1,6.14,12.05,1.51,1.24,8503.99,51.97,1.7,28.86,33.19
Almond soup (Badam ka soup),78.65,10.13,3.68,13.8,0.91,1.94,8376.94,114.95,2.83,7.68,38.67
Cold cucumber cream soup ,11.88,0.34,1.76,0.34,0.73,0.51,207.89,8.02,0.16,14.72,24.84
Cold tomato soup,16.9,0.11,0.59,1.56,0.16,0.22,287.15,4.2,0.1,10.09,5.63
Chicken stew,127.55,7.19,4.44,8.91,1.82,1.43,79.62,31.53,0.9,20.89,36.31
Veg paneer stew,145.55,6.98,10.22,8.41,3.08,4.85,73.15,160.51,1.37,32.41,102.72
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.27,4.37,26.37,7.27,5.16,2.71,241.19,24.91,1.81,3.05,16.17
Methi parantha/paratha,148.36,4.27,22.19,4.34,5.09,2.44,48.36,65.85,2.42,12.63,28.46
Bathua poori,598.79,2.35,13.85,59.14,1.87,0.41,49.71,30.83,0.96,4.56,8.77
Gram flour poori (Besan poori),697.66,2.59,10.93,71.51,1.94,0.35,58.33,7.09,0.71,0.0,11.18
Beetroot poori (Chukandar ki poori),527.66,1.91,12.29,52.18,1.4,0.54,46.48,5.38,0.6,0.29,9.45
Peas poori (Matar ki poori),592.83,3.04,14.92,57.69,2.25,0.48,47.77,8.96,0.84,4.61,10.21
Peas kachori (Matar kachori),584.68,3.21,13.25,57.51,2.03,0.5,55.45,14.25,0.77,10.11,16.43
Pizza,146.77,6.85,9.94,8.72,1.71,1.38,225.02,77.23,0.66,42.9,87.58
Bacon and mushroom pancake,157.67,6.82,8.47,10.6,1.59,1.23,344.23,44.74,0.54,1.91,14.58
Cheese and tomato pancake,147.39,5.15,10.66,9.28,1.06,3.48,281.62,127.51,0.64,9.72,16.52
Minced meat pancake (with chicken),116.04,12.01,8.18,10.48,0.7,1.29,4942.18,64.72,1.99,2.14,12.77
Eggplant/Brinjal rice (Vangi bhat),184.8,5.28,31.74,3.67,4.44,4.36,59.06,36.02,1.91,3.23,77.11
Kashmiri 'tahar',98.21,1.95,19.11,1.37,0.98,0.17,61.29,3.93,0.32,0.02,7.94
Cumin pulao (Jeera/Zeera pulao),135.24,2.47,23.61,3.2,1.4,0.64,219.73,7.25,0.33,1.42,13.85
Peas pulao (Matar pulao),108.87,3.89,18.42,1.9,3.21,1.3,86.18,18.18,0.78,62.36,110.56
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,3.6,19.72,2.3,3.16,1.59,98.07,19.09,0.82,27.07,104.21
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,3.44,21.55,2.58,2.69,1.99,103.09,16.51,0.77,8.11,88.34
Mutton pulao,130.77,6.52,11.26,10.78,1.65,1.0,3115.59,49.87,1.25,4.47,39.34
Chicken pulao,108.24,6.07,11.17,8.48,1.64,0.99,3093.47,32.25,0.98,4.47,38.7
Mexican rice,120.57,4.62,14.21,4.88,1.64,1.44,93.42,14.51,0.55,42.71,53.09
Plain khitchdi (Plain khichri/khichdi),57.03,1.72,10.04,1.01,0.85,0.12,37.14,5.05,0.31,0.83,26.18
Instant idli (with semolina),247.29,9.16,43.4,3.61,7.13,3.35,1504.66,93.2,2.31,0.14,9.08
Plain dosa,380.91,10.34,64.08,8.43,5.23,0.7,142.98,19.35,1.5,0.0,9.16
Masala dosa mixed vegetable fillings,144.53,4.84,23.02,3.26,4.31,1.53,122.08,31.79,1.21,52.07,89.33
Masala dosa paneer fillings,243.12,10.31,29.76,8.84,3.11,4.81,160.4,171.23,1.27,11.5,94.26
Uttapam,255.95,6.18,36.28,9.03,4.4,1.5,228.69,40.86,1.23,6.15,19.02
Appam,267.7,3.12,13.28,22.63,6.19,4.16,26.59,6.36,0.83,2.57,27.59
Beans and macaroni,136.08,4.58,14.24,7.01,2.05,1.68,182.79,86.86,0.75,16.54,82.63
Spaghetti bolognese,97.43,9.35,10.04,9.51,1.08,1.41,5358.6,73.66,2.06,27.89,37.77
Meat and macaroni casserole,161.55,9.15,16.12,10.17,1.19,1.0,2511.99,68.28,1.85,29.03,47.45
Spaghetti with meat balls and tomato sauce,158.13,5.61,10.46,10.64,1.11,1.87,189.13,40.82,0.71,44.09,63.03
Spaghetti with paneer balls and tomato sauce,158.54,3.95,12.72,10.44,1.25,3.03,199.55,80.73,0.55,44.09,98.36
Lasagne with meat sauce,63.38,2.9,5.38,3.43,0.47,1.04,37.08,24.61,0.49,80.17,112.65
Lasagne with vegetables,49.23,1.71,5.9,2.16,0.66,1.37,40.78,32.89,0.57,179.9,286.76
Home made egg noodles,240.84,6.55,42.92,4.37,1.6,1.03,177.24,15.96,1.15,0.0,30.08
Sour lentils (Khatti dal),34.79,2.22,6.04,0.12,1.22,1.25,115.6,8.29,0.85,1.88,22.49
Urad special dehusked,69.43,3.14,8.86,2.17,2.5,1.32,109.56,16.4,0.83,17.4,54.46
